mouse_num,dob,injection_date,death_date,tumor_noticed,behavior_noticed,strain,virus,src,age_death_capped,genes_ko
26138,2021-01-31,2021-02-02,2021-06-04,2021-06-01,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,122,nf1 KO;pten KO;ink KO;atrx wt
26139,2021-01-31,2021-02-02,2021-05-05,NA,2021-05-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,92,nf1 KO;pten KO;ink KO;atrx wt
26140,2021-01-31,2021-02-02,2021-07-01,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,300,nf1 KO;pten KO;ink KO;atrx wt
26141,2021-01-31,2021-02-02,2021-05-17,2021-05-17,2021-05-17,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,104,nf1 KO;pten KO;ink KO;atrx wt
26142,2021-01-31,2021-02-02,2021-04-29,NA,2021-04-26,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,86,nf1 KO;pten KO;ink KO;atrx wt
26143,2021-01-31,2021-02-02,2021-06-23,NA,2021-06-23,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,141,nf1 KO;pten KO;ink KO;atrx wt
26274,2021-02-19,2021-02-21,2021-05-26,2021-05-26,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,94,nf1 KO;pten KO;ink KO;atrx wt
26275,2021-02-19,2021-02-21,2021-05-05,NA,2021-05-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,73,nf1 KO;pten KO;ink KO;atrx wt
26276,2021-02-19,2021-02-21,2021-05-17,2021-05-10,2021-05-10,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,85,nf1 KO;pten KO;ink KO;atrx wt
26277,2021-02-19,2021-02-21,2021-05-05,NA,2021-05-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,73,nf1 KO;pten KO;ink KO;atrx wt
26278,2021-02-19,2021-02-21,2021-04-23,NA,2021-04-23,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,61,nf1 KO;pten KO;ink KO;atrx wt
26279,2021-02-19,2021-02-21,2021-04-13,2021-04-13,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,51,nf1 KO;pten KO;ink KO;atrx wt
26280,2021-02-19,2021-02-21,2021-05-05,NA,2021-05-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,73,nf1 KO;pten KO;ink KO;atrx wt
26281,2021-02-19,2021-02-21,2021-05-19,NA,2021-05-19,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,87,nf1 KO;pten KO;ink KO;atrx wt
26282,2021-02-19,2021-02-21,2021-05-14,NA,2021-05-14,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,82,nf1 KO;pten KO;ink KO;atrx wt
26305,2021-02-21,2021-02-21,2021-05-10,NA,2021-05-10,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,78,nf1 KO;pten KO;ink KO;atrx wt
26306,2021-02-21,2021-02-21,2021-06-16,NA,2021-06-09,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,115,nf1 KO;pten KO;ink KO;atrx wt
26307,2021-02-21,2021-02-21,2021-04-13,2021-04-13,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,51,nf1 KO;pten KO;ink KO;atrx wt
26308,2021-02-21,2021-02-21,2021-05-19,NA,2021-05-19,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,87,nf1 KO;pten KO;ink KO;atrx wt
26309,2021-02-21,2021-02-21,2021-04-30,NA,2021-04-30,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,68,nf1 KO;pten KO;ink KO;atrx wt
26310,2021-02-21,2021-02-21,2021-04-13,2021-04-13,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,51,nf1 KO;pten KO;ink KO;atrx wt
26311,2021-02-21,2021-02-21,2021-04-13,2021-04-13,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,51,nf1 KO;pten KO;ink KO;atrx wt
28200,2021-10-12,2021-10-14,2022-01-30,2022-01-20,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,108,nf1 KO;pten KO;ink KO;atrx wt
28201,2021-10-12,2021-10-14,2021-12-27,2021-12-16,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,74,nf1 KO;pten KO;ink KO;atrx wt
28202,2021-10-12,2021-10-14,2021-12-27,2021-12-20,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,74,nf1 KO;pten KO;ink KO;atrx wt
28203,2021-10-12,2021-10-14,2022-01-03,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,81,nf1 KO;pten KO;ink KO;atrx wt
28204,2021-10-12,2021-10-14,2022-01-03,2021-12-21,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,81,nf1 KO;pten KO;ink KO;atrx wt
28205,2021-10-12,2021-10-14,2022-01-03,NA,2022-01-03,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,81,nf1 KO;pten KO;ink KO;atrx wt
28206,2021-10-12,2021-10-14,2022-01-03,2021-12-20,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,81,nf1 KO;pten KO;ink KO;atrx wt
28207,2021-10-12,2021-10-14,2021-12-15,2021-11-28,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,62,nf1 KO;pten KO;ink KO;atrx wt
28208,2021-10-12,2021-10-14,2021-12-22,2021-12-04,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,69,nf1 KO;pten KO;ink KO;atrx wt
28525,2021-11-11,2021-11-13,2021-12-28,NA,2021-12-28,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,45,nf1 KO;pten KO;ink KO;atrx wt
28526,2021-11-11,2021-11-13,2022-03-07,2022-03-01,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,114,nf1 KO;pten KO;ink KO;atrx wt
28527,2021-11-11,2021-11-13,2022-01-20,2022-01-06,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,68,nf1 KO;pten KO;ink KO;atrx wt
28528,2021-11-11,2021-11-13,2022-03-23,2022-03-10,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,130,nf1 KO;pten KO;ink KO;atrx wt
28529,2021-11-11,2021-11-13,2022-02-28,2022-02-23,2022-02-23,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,107,nf1 KO;pten KO;ink KO;atrx wt
28530,2021-11-11,2021-11-13,2022-02-15,NA,2022-01-04,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,94,nf1 KO;pten KO;ink KO;atrx wt
28531,2021-11-11,2021-11-13,2022-02-15,NA,2022-01-25,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,94,nf1 KO;pten KO;ink KO;atrx wt
28532,2021-11-11,2021-11-13,2022-01-13,NA,2022-01-04,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,61,nf1 KO;pten KO;ink KO;atrx wt
28708,2021-12-01,2021-12-03,2022-06-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
28709,2021-12-01,2021-12-03,2022-06-07,NA,2022-04-05,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
28710,2021-12-01,2021-12-03,2022-06-07,NA,2022-04-05,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
28780,2021-12-06,2021-12-07,2022-06-07,NA,2022-01-03,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
28781,2021-12-06,2021-12-07,2022-06-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
28782,2021-12-06,2021-12-07,2022-06-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
28783,2021-12-06,2021-12-07,2022-06-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
28784,2021-12-06,2021-12-07,2022-06-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29161,2022-01-18,2022-01-20,2022-03-15,NA,2022-03-15,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,54,nf1 KO;pten wt;ink wt;atrx wt
29162,2022-01-18,2022-01-20,2022-03-15,NA,2022-03-15,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,54,nf1 KO;pten wt;ink wt;atrx wt
29163,2022-01-18,2022-01-20,2022-06-21,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29164,2022-01-18,2022-01-20,2022-06-21,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29165,2022-01-18,2022-01-20,2022-06-21,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29166,2022-01-18,2022-01-20,2022-06-21,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29385,2022-02-09,2022-02-10,2022-07-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29386,2022-02-09,2022-02-10,2022-07-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29387,2022-02-09,2022-02-10,2022-04-05,2022-03-29,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,54,nf1 KO;pten wt;ink KO;atrx wt
29388,2022-02-09,2022-02-10,2022-07-09,NA,2022-04-04,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29389,2022-02-09,2022-02-10,2022-06-10,NA,2022-04-04,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,120,nf1 KO;pten wt;ink KO;atrx wt
29390,2022-02-09,2022-02-10,2022-06-10,NA,2022-04-05,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,120,nf1 KO;pten wt;ink KO;atrx wt
29397,2022-02-10,2022-02-10,2022-07-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29398,2022-02-10,2022-02-10,2022-07-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29399,2022-02-10,2022-02-10,2022-07-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29400,2022-02-10,2022-02-10,2022-07-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29401,2022-02-10,2022-02-10,2022-07-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29403,2022-02-10,2022-02-10,2022-07-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29404,2022-02-10,2022-02-10,2022-07-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29405,2022-02-10,2022-02-10,2022-07-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink wt;atrx wt
29406,2022-02-09,2022-02-10,2022-07-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29407,2022-02-10,2022-02-10,2022-04-02,NA,2022-03-29,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,51,nf1 KO;pten wt;ink KO;atrx wt
29408,2022-02-10,2022-02-10,2022-04-03,NA,2022-03-29,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,52,nf1 KO;pten wt;ink KO;atrx wt
29409,2022-02-10,2022-02-10,2022-04-04,NA,2022-03-29,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,53,nf1 KO;pten wt;ink KO;atrx wt
29410,2022-02-10,2022-02-10,2022-04-03,NA,2022-03-29,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,52,nf1 KO;pten wt;ink KO;atrx wt
29818,2022-03-23,2022-03-24,2022-08-20,NA,2022-05-09,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29819,2022-03-23,2022-03-24,2022-08-20,NA,2022-05-09,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29820,2022-03-23,2022-03-24,2022-08-20,NA,2022-05-09,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29821,2022-03-23,2022-03-24,2022-08-20,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29822,2022-03-23,2022-03-24,2022-08-20,NA,2022-05-09,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
29824,2022-03-23,2022-03-24,2022-05-13,NA,2022-05-08,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,50,nf1 KO;pten wt;ink KO;atrx wt
30212,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30213,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30214,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30215,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30216,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30217,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30218,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30232,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30233,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30234,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30235,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30236,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
30237,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,nf1 KO;pten wt;ink KO;atrx wt
